Network,Model,FeatureSet,WMUCount,FaultBus,SampleCount,ExactBusAccuracy,MeanGraphDistance,MajorConfusionBus,MajorConfusionCount
ieee14,ExtraTrees,Baseline,3,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline,3,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline,3,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline,3,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline,3,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline,3,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline,3,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline,3,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline,3,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline,3,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline,3,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline,3,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline,3,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline,3,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline,3,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline,3,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline,3,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline,3,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline,3,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline,3,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline,3,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline,3,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline,3,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline,3,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline,3,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline,3,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline,3,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline,3,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline+NormVI,3,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline+NormVI,3,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline+NormVI,3,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline+NormVI,3,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline+NormVI,3,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline+NormVI,3,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline+NormVI,3,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline+NormVI,3,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline+NormVI,3,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline+NormVI,3,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline+NormVI,3,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline+NormVI,3,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline+NormVI,3,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline+NormVI,3,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline+NormVI,3,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline+NormVI,3,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline+NormVI,3,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline+NormVI,3,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline+NormVI,3,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline+NormVI,3,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline+NormVI,3,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline+NormVI,3,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline+NormVI,3,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline+NormVI,3,10,28,0.9642857142857143,0.07142857142857142,14,1
ieee14,RandomForest,Baseline+NormVI,3,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline+NormVI,3,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline+NormVI,3,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline+NormVI,3,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,3,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,10,28,0.9642857142857143,0.07142857142857142,14,1
ieee14,RandomForest,Baseline+NormVI+Rank,3,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline+NormVI+Rank,3,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,SpatialOnly,3,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,SpatialOnly,3,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,SpatialOnly,3,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,SpatialOnly,3,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,SpatialOnly,3,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,SpatialOnly,3,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,SpatialOnly,3,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,SpatialOnly,3,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,SpatialOnly,3,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,SpatialOnly,3,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,SpatialOnly,3,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,SpatialOnly,3,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,SpatialOnly,3,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,SpatialOnly,3,14,28,1.0,0.0,14,0
ieee14,RandomForest,SpatialOnly,3,1,28,1.0,0.0,1,0
ieee14,RandomForest,SpatialOnly,3,2,28,1.0,0.0,2,0
ieee14,RandomForest,SpatialOnly,3,3,28,1.0,0.0,3,0
ieee14,RandomForest,SpatialOnly,3,4,28,1.0,0.0,4,0
ieee14,RandomForest,SpatialOnly,3,5,28,1.0,0.0,5,0
ieee14,RandomForest,SpatialOnly,3,6,28,1.0,0.0,6,0
ieee14,RandomForest,SpatialOnly,3,7,28,0.9642857142857143,0.03571428571428571,8,1
ieee14,RandomForest,SpatialOnly,3,8,28,1.0,0.0,8,0
ieee14,RandomForest,SpatialOnly,3,9,28,1.0,0.0,9,0
ieee14,RandomForest,SpatialOnly,3,10,28,1.0,0.0,10,0
ieee14,RandomForest,SpatialOnly,3,11,28,1.0,0.0,11,0
ieee14,RandomForest,SpatialOnly,3,12,28,1.0,0.0,12,0
ieee14,RandomForest,SpatialOnly,3,13,28,1.0,0.0,13,0
ieee14,RandomForest,SpatialOnly,3,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline,5,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline,5,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline,5,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline,5,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline,5,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline,5,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline,5,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline,5,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline,5,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline,5,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline,5,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline,5,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline,5,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline,5,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline,5,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline,5,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline,5,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline,5,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline,5,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline,5,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline,5,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline,5,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline,5,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline,5,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline,5,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline,5,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline,5,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline,5,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline+NormVI,5,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline+NormVI,5,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline+NormVI,5,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline+NormVI,5,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline+NormVI,5,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline+NormVI,5,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline+NormVI,5,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline+NormVI,5,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline+NormVI,5,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline+NormVI,5,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline+NormVI,5,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline+NormVI,5,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline+NormVI,5,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline+NormVI,5,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline+NormVI,5,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline+NormVI,5,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline+NormVI,5,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline+NormVI,5,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline+NormVI,5,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline+NormVI,5,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline+NormVI,5,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline+NormVI,5,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline+NormVI,5,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline+NormVI,5,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline+NormVI,5,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline+NormVI,5,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline+NormVI,5,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline+NormVI,5,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,5,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline+NormVI+Rank,5,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,SpatialOnly,5,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,SpatialOnly,5,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,SpatialOnly,5,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,SpatialOnly,5,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,SpatialOnly,5,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,SpatialOnly,5,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,SpatialOnly,5,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,SpatialOnly,5,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,SpatialOnly,5,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,SpatialOnly,5,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,SpatialOnly,5,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,SpatialOnly,5,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,SpatialOnly,5,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,SpatialOnly,5,14,28,1.0,0.0,14,0
ieee14,RandomForest,SpatialOnly,5,1,28,1.0,0.0,1,0
ieee14,RandomForest,SpatialOnly,5,2,28,1.0,0.0,2,0
ieee14,RandomForest,SpatialOnly,5,3,28,1.0,0.0,3,0
ieee14,RandomForest,SpatialOnly,5,4,28,1.0,0.0,4,0
ieee14,RandomForest,SpatialOnly,5,5,28,1.0,0.0,5,0
ieee14,RandomForest,SpatialOnly,5,6,28,1.0,0.0,6,0
ieee14,RandomForest,SpatialOnly,5,7,28,1.0,0.0,7,0
ieee14,RandomForest,SpatialOnly,5,8,28,1.0,0.0,8,0
ieee14,RandomForest,SpatialOnly,5,9,28,1.0,0.0,9,0
ieee14,RandomForest,SpatialOnly,5,10,28,1.0,0.0,10,0
ieee14,RandomForest,SpatialOnly,5,11,28,1.0,0.0,11,0
ieee14,RandomForest,SpatialOnly,5,12,28,1.0,0.0,12,0
ieee14,RandomForest,SpatialOnly,5,13,28,1.0,0.0,13,0
ieee14,RandomForest,SpatialOnly,5,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline,14,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline,14,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline,14,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline,14,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline,14,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline,14,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline,14,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline,14,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline,14,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline,14,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline,14,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline,14,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline,14,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline,14,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline,14,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline,14,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline,14,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline,14,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline,14,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline,14,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline,14,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline,14,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline,14,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline,14,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline,14,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline,14,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline,14,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline,14,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline+NormVI,14,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline+NormVI,14,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline+NormVI,14,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline+NormVI,14,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline+NormVI,14,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline+NormVI,14,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline+NormVI,14,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline+NormVI,14,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline+NormVI,14,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline+NormVI,14,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline+NormVI,14,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline+NormVI,14,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline+NormVI,14,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline+NormVI,14,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline+NormVI,14,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline+NormVI,14,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline+NormVI,14,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline+NormVI,14,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline+NormVI,14,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline+NormVI,14,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline+NormVI,14,7,28,0.9642857142857143,0.03571428571428571,9,1
ieee14,RandomForest,Baseline+NormVI,14,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline+NormVI,14,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline+NormVI,14,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline+NormVI,14,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline+NormVI,14,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline+NormVI,14,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline+NormVI,14,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,4,28,1.0,0.0,4,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,5,28,1.0,0.0,5,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,6,28,1.0,0.0,6,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,7,28,1.0,0.0,7,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,8,28,1.0,0.0,8,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,9,28,1.0,0.0,9,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,10,28,1.0,0.0,10,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,11,28,1.0,0.0,11,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,12,28,1.0,0.0,12,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,13,28,1.0,0.0,13,0
ieee14,ExtraTrees,Baseline+NormVI+Rank,14,14,28,1.0,0.0,14,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,1,28,1.0,0.0,1,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,2,28,1.0,0.0,2,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,3,28,1.0,0.0,3,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,4,28,1.0,0.0,4,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,5,28,1.0,0.0,5,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,6,28,1.0,0.0,6,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,7,28,1.0,0.0,7,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,8,28,1.0,0.0,8,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,9,28,1.0,0.0,9,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,10,28,1.0,0.0,10,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,11,28,1.0,0.0,11,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,12,28,1.0,0.0,12,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,13,28,1.0,0.0,13,0
ieee14,RandomForest,Baseline+NormVI+Rank,14,14,28,1.0,0.0,14,0
ieee14,ExtraTrees,SpatialOnly,14,1,28,1.0,0.0,1,0
ieee14,ExtraTrees,SpatialOnly,14,2,28,1.0,0.0,2,0
ieee14,ExtraTrees,SpatialOnly,14,3,28,1.0,0.0,3,0
ieee14,ExtraTrees,SpatialOnly,14,4,28,1.0,0.0,4,0
