CaseID,SelectedWMUCount,DeltaI_sum,DeltaI_max,DeltaV_sum,DeltaV_max,SmallDeltaISum,SmallDeltaVSum,Network,WMUCount,SelectedWMUBuses
513,5,8.128586273285484e-10,3.9688814392688016e-10,0.5216351353850474,0.3001488640950709,False,False,ieee14,5,2;6;9;11;4
514,5,9.91202791125054e-10,5.86587927298054e-10,0.5233767552465387,0.30381175792567205,False,False,ieee14,5,2;6;9;11;4
515,5,4.478775611175011e-09,3.2261627893690917e-09,0.5169376290198557,0.29172495480090066,False,False,ieee14,5,2;6;9;11;4
516,5,1.3798975248054147e-09,7.221238850803877e-10,0.521349069473418,0.2947556498549695,False,False,ieee14,5,2;6;9;11;4
517,5,1.5193396264455907e-09,1.041544104810246e-09,0.6028166885831149,0.32194373795700426,False,False,ieee14,5,2;6;9;11;4
518,5,1.1253109163764715e-09,5.476082732082162e-10,1.0718330520155397,0.7779452206327555,False,False,ieee14,5,2;6;9;11;4
519,5,7.612762779863584e-10,3.688137062970816e-10,0.6651309010645059,0.41163859804973146,False,False,ieee14,5,2;6;9;11;4
520,5,4.17326159961736e-09,2.9899034650221802e-09,1.1038875890831232,0.7766317345731286,False,False,ieee14,5,2;6;9;11;4
521,5,1.302123834474686e-09,7.612162811039995e-10,0.9812360522928375,0.6279326672515628,False,False,ieee14,5,2;6;9;11;4
522,5,4.68278598757698e-09,3.1731534038679063e-09,0.7655173352180752,0.39015928816239764,False,False,ieee14,5,2;6;9;11;4
523,5,1.6287705807447864e-09,1.2024986688308017e-09,0.5651347767976341,0.3108173792052238,False,False,ieee14,5,2;6;9;11;4
524,5,1.6547763281773567e-09,1.2004836212541212e-09,0.5918031807519659,0.3236662965937167,False,False,ieee14,5,2;6;9;11;4
525,5,1.291264400500839e-09,8.172803153950897e-10,0.7123450103395866,0.42043364800649097,False,False,ieee14,5,2;6;9;11;4
526,5,1.682117901124328e-09,1.0923435948303684e-09,0.5177584849874961,0.2923064508109685,False,False,ieee14,5,2;6;9;11;4
527,5,9.96623730942174e-10,5.11785128524282e-10,0.5240082429803107,0.2934989130967407,False,False,ieee14,5,2;6;9;11;4
528,5,1.2697494285304452e-09,7.417912403278141e-10,0.5266754399468737,0.2984868273482557,False,False,ieee14,5,2;6;9;11;4
529,5,5.504353032029864e-09,3.913013307320704e-09,0.5183131877533699,0.28278502080655143,False,False,ieee14,5,2;6;9;11;4
530,5,1.7559035791339857e-09,9.069966560583982e-10,0.5234909004023591,0.286385759270551,False,False,ieee14,5,2;6;9;11;4
531,5,2.363344537253064e-09,1.7473289399056562e-09,0.615422876280967,0.3139127180463648,False,False,ieee14,5,2;6;9;11;4
532,5,1.4451993126013482e-09,7.026421280905253e-10,1.24213797398098,0.9250449398307681,False,False,ieee14,5,2;6;9;11;4
533,5,9.873299759836504e-10,4.775389450229242e-10,0.663103144666332,0.3992407725539284,False,False,ieee14,5,2;6;9;11;4
534,5,5.1022833042320075e-09,3.5878047604363536e-09,1.328494389452684,0.9634049706435386,False,False,ieee14,5,2;6;9;11;4
535,5,1.6674789559895393e-09,9.696264908000548e-10,1.0569936496247498,0.6549895232946636,False,False,ieee14,5,2;6;9;11;4
536,5,5.595962399613992e-09,3.675122170059749e-09,0.8152498815351211,0.38399612765816005,False,False,ieee14,5,2;6;9;11;4
537,5,2.0642611810506355e-09,1.5124722980399486e-09,0.5752750547808433,0.3046114404666691,False,False,ieee14,5,2;6;9;11;4
538,5,2.097916382514208e-09,1.5106958089472823e-09,0.6032803072338623,0.3166221239522444,False,False,ieee14,5,2;6;9;11;4
539,5,1.6519524165271232e-09,1.037992201484617e-09,0.7303171153070418,0.4154319524854051,False,False,ieee14,5,2;6;9;11;4
540,5,2.5194331594010847e-09,1.636532988239147e-09,0.5242125848988013,0.28097317278298073,False,False,ieee14,5,2;6;9;11;4
541,5,1.5607727624664938e-09,7.615780792350865e-10,0.5330261502607377,0.2824140189613935,False,False,ieee14,5,2;6;9;11;4
542,5,1.8974221632881082e-09,1.1081101597761832e-09,0.5362462543856963,0.2894483061362798,False,False,ieee14,5,2;6;9;11;4
543,5,8.242566732757367e-09,5.863257864101037e-09,0.5254300894711051,0.26680743395205275,False,False,ieee14,5,2;6;9;11;4
544,5,2.6295428953215435e-09,1.357693595942258e-09,0.5328413929087715,0.27191674533402943,False,False,ieee14,5,2;6;9;11;4
545,5,3.4539410611837004e-09,2.5314930494354534e-09,0.6722387240544875,0.3139854136103768,False,False,ieee14,5,2;6;9;11;4
546,5,2.163284163823451e-09,1.0484598963488673e-09,1.6413222005632724,1.2359108136482073,False,False,ieee14,5,2;6;9;11;4
547,5,1.469582902760647e-09,7.083568746548788e-10,0.7228641224634961,0.42799880738249474,False,False,ieee14,5,2;6;9;11;4
548,5,7.631109724116845e-09,5.365855665388006e-09,1.7753112747249937,1.301289907344485,False,False,ieee14,5,2;6;9;11;4
549,5,2.4974506369853637e-09,1.4496908778640161e-09,1.3460703042720878,0.8279955771410128,False,False,ieee14,5,2;6;9;11;4
550,5,8.368058127757527e-09,5.494436149773271e-09,0.9727149199205916,0.43170732536041523,False,False,ieee14,5,2;6;9;11;4
551,5,3.0813984843069938e-09,2.256415405106291e-09,0.6116268965293542,0.29982729658446683,False,False,ieee14,5,2;6;9;11;4
552,5,3.1369546566822523e-09,2.2579111334760726e-09,0.6541442076570905,0.3182301005681929,False,False,ieee14,5,2;6;9;11;4
553,5,2.4690306498642645e-09,1.5491329333923951e-09,0.8434123654498752,0.4661262150851795,False,False,ieee14,5,2;6;9;11;4
1,14,6.61335699203229e-05,6.6133567775295e-05,1.5033440582654025,0.3497180628773644,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
2,14,0.01183543974053033,0.011835337076158164,3.744038382406611,0.6202765173572714,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
3,14,0.035390251734701575,0.035390184010297865,4.715274901778691,0.6203897811289573,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
4,14,0.038824041074060935,0.03882391845205366,5.300315887984685,0.7594323436045682,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
5,14,0.03497911222322884,0.03497898781350048,3.443660418207277,0.6261293784558086,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
6,14,0.5421188047192181,0.5421187610325744,5.821612260432508,0.6866104114553112,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
7,14,1.54091907723316,1.5409190096329173,8.763750324284567,1.8999744864786525,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
8,14,1.0278070889015962,1.0278070355324134,7.147326694201055,1.483507141588913,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
9,14,0.6107874788303539,0.6107874304151686,5.295177261305207,0.960424737135233,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
10,14,0.2786522736739491,0.2786522353625972,4.0076926090901015,0.7057372982212003,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
11,14,0.4326683275912484,0.432668275728207,4.894853079712044,0.7313298104574224,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
12,14,0.574593881201809,0.5745938467329572,5.161465890496737,1.1246584992999558,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
13,14,0.01183185380020821,0.011831751136084812,3.7435265435745073,0.6205440776331586,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
14,14,0.03538909026001212,0.03538902253649337,4.714918044859246,0.6204928454845358,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
15,14,0.038822533092806685,0.038822410468726226,5.300044678594897,0.7593465674639477,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
16,14,0.0349763145808267,0.03497619016747505,3.4460170192644513,0.6261511988552606,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
17,14,0.5421248373789188,0.5421247936917487,5.825332219020233,0.6866233103015905,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
18,14,1.540908905362397,1.540908837762556,8.76316804302195,1.8999082131209957,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
19,14,1.0278148007888033,1.0278147474191863,7.146937966322885,1.4835506453114904,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
20,14,0.6107998635379687,0.610799815121753,5.303217241394322,0.9598461445441729,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
21,14,0.27865698962885116,0.27865695131691703,4.009727981991968,0.7057238234948722,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
22,14,0.4326721715310838,0.43267211966745944,4.911427695993799,0.7312041629440801,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
23,14,0.5745976526218302,0.5745976181527431,5.163637602547931,1.1246963985509144,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
24,14,0.0008540507931660656,0.0008540487821976084,1.4963054468794839,0.33010589285422665,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
25,14,0.0006821131886403386,0.0006821116628777657,1.4954563582784355,0.32965553140771586,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
26,14,0.0001119372395043712,0.0001119349192579,1.504490058696423,0.3316903124812671,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
27,14,0.0005320384089937443,0.0005320345829390449,1.4830610017167816,0.3219196758716918,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
28,14,0.001992424880260286,0.0019924209596240694,1.4950877043634854,0.32433853530828394,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
29,14,0.02207516691349074,0.022075164949870302,1.6693051977946776,0.33551637020191594,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
30,14,0.11468033140893244,0.11468032946652146,3.7727686580590825,1.4950648681494771,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
31,14,0.02812127291691995,0.02812127127743763,2.1728041624552183,0.4843875504630222,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
32,14,0.0774113366869748,0.07741133304206255,3.0527485073648615,0.8005034916484508,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
33,14,0.06575694256327637,0.06575693893635531,2.6228220769421062,0.6190577692188913,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
34,14,0.04377387900288254,0.04377387532747132,1.9528615285654323,0.3782939899842839,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
35,14,0.023616058793938258,0.023616055276132225,1.5978212654617217,0.32231368783893766,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
36,14,0.02839704060301893,0.028397036974535245,1.6934529877801672,0.33580340863196545,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
37,14,0.050918461378627926,0.05091845805642778,2.0557995946850376,0.42330716670845425,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
38,14,0.0013887885159993372,0.0013887854101100328,1.51473108058691,0.32483396237543083,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
39,14,0.0011253110786509,0.0011253086554846858,1.5156539813107524,0.3247397669567289,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
40,14,8.332909977686236e-05,8.332543378306023e-05,1.5290911805643226,0.32860505735455847,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
41,14,0.0006941645806889343,0.0006941584745378815,1.5092745363409545,0.31627609093014364,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
42,14,0.003114295976078973,0.0031142895753427657,1.521875759797805,0.3189076128251238,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
43,14,0.03394103633117636,0.03394103366411258,1.6762875711292389,0.3313487281695573,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
44,14,0.18584107221271234,0.18584106923895968,2.9753300185106735,0.9743570115121152,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
45,14,0.04134009070948609,0.04134008828947677,2.067187996767084,0.5000258965897153,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
46,14,0.12431714824291537,0.12431714243036626,2.6380882251138265,0.6730181721384594,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
47,14,0.10510100653918,0.1051010006732511,2.379049968370216,0.4986657588285688,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
48,14,0.0689621025938027,0.06896209660854571,1.9347097922786438,0.36693937371431384,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
49,14,0.036484333248053814,0.03648432753301781,1.6660482186628598,0.32859698137359006,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
50,14,0.044112318600082474,0.0441123127350663,1.7177477822445706,0.33277231364464965,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
51,14,0.0808137466889004,0.08081374134019129,2.0056095348935954,0.37278084397082845,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
52,14,0.0017528783313969095,0.0017528743161790705,1.5176473881053103,0.31734809582282786,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
53,14,0.001419724906765978,0.0014197218079188278,1.5190352571135322,0.31758346434512896,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
54,14,0.00015547396188198597,0.00015546935879662271,1.5368242974982214,0.32205503884424713,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
55,14,0.0010034828173809045,0.0010034751872329273,1.508380268895756,0.30603505083796945,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
56,14,0.00405780801624327,0.004057800187723587,1.5252065708602558,0.3095105583189355,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
57,14,0.04410219677713953,0.044102192888596764,1.7253584963102089,0.3235728339872641,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
58,14,0.22819301560852634,0.22819301174112677,4.215700898798303,1.6850617501791025,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
59,14,0.055827128655356446,0.05582712541467627,2.2341900407282713,0.49206682130299617,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
60,14,0.1542340528166711,0.15423404555077075,3.2498152988366464,0.8437594305273004,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
61,14,0.13105320813012733,0.13105320090048034,2.775277544308886,0.6507233796556627,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
62,14,0.08727567669680443,0.08727566937507794,2.0531728848918602,0.39001606855803317,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
63,14,0.04713071987501145,0.04713071287992507,1.6896254250272034,0.31191237622924284,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
64,14,0.05667022913808544,0.0566702219137534,1.7784444403196868,0.324564709530931,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
65,14,0.10154141460187027,0.1015414079871991,2.1801942075453717,0.4589680612122474,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
66,14,0.002453413137713235,0.0024534071565363025,1.5354553001906044,0.3048456020408805,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
67,14,0.00198154640882036,0.0019815417044673767,1.537234147675869,0.3049246855381229,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
68,14,0.0003282105344600928,0.0003282036712983494,1.5664410391272048,0.31277591967147655,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
69,14,0.0016919649951499455,0.001691953569837673,1.5206646350223938,0.2875251707716946,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
70,14,0.0059380764585906095,0.005938064729001186,1.5467105287480556,0.2924317160210048,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
71,14,0.06583276393890912,0.0658327582091501,1.8967811110224309,0.3153471848233389,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
72,14,0.34055158437108585,0.34055157858495066,6.311569011594926,2.6348476721070555,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
73,14,0.08289564209148736,0.08289563733784211,2.7434244899157805,0.6106051228291607,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
74,14,0.2297371087734262,0.2297370979100361,4.6404227649205785,1.2857590424003305,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
75,14,0.19506304450344242,0.19506303369432043,3.756746085541838,0.950720397588958,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
76,14,0.1298503238102366,0.1298503128691563,2.4827838409075693,0.48732283821389144,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
77,14,0.0701608790991001,0.07016086866446794,1.8345039138844907,0.3033335471804879,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
78,14,0.08436882295887259,0.08436881217021305,1.9790689950039608,0.31734324135809056,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
79,14,0.1509448548824319,0.15094484501119812,2.679039154595467,0.6411360248361292,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
80,14,0.00010386119292310748,0.00010386118975749814,2.155584630907391,0.5735520754201948,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
81,14,0.012012773393710968,0.012012670728805186,4.32558615441941,0.6202706915576761,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
82,14,0.035507732552292476,0.035507664828074964,5.3185003006250255,0.6407791309327542,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
83,14,0.0391766568861632,0.03917653426203277,7.053462654291021,1.3135295838324672,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
84,14,0.03475369929545012,0.03475357488455491,3.395442091531947,0.6261325150448035,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
85,14,0.5420068549118849,0.5420068112246443,6.371273307053449,0.6900897019438554,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
86,14,1.5409691964560586,1.5409691288515466,8.647739307744596,1.859691945775986,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
87,14,1.0277945277704121,1.0277944744001695,7.089921923476855,1.4623403161151383,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
88,14,0.6107130090319032,0.6107129606154592,5.81564613422313,0.9665185336070289,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
89,14,0.27857921119066725,0.27857917287889733,4.623465915654797,0.7067095624833216,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
90,14,0.43258410702826194,0.43258405516476817,5.480099900635466,0.7335234893464228,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
91,14,0.5745068717421675,0.574506837273669,5.586817681457233,1.1386128066995624,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
92,14,0.012009198493508748,0.012009095828851762,4.325769453220692,0.6205382394472664,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
93,14,0.03550658233359492,0.03550651461026244,5.3190052687428695,0.640849312445674,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
94,14,0.0391752262331452,0.03917510360694104,7.091772617951596,1.324979037436154,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
95,14,0.03475123805000729,0.03475111363548908,3.394966378335014,0.6261542795067536,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
96,14,0.5420126682933232,0.5420126246055823,6.3716468998912745,0.6901173848406756,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
97,14,1.540959634193321,1.5409595665891236,8.641356767843023,1.8582451976858068,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
98,14,1.0278013681107527,1.0278013147401182,7.088969103191569,1.4624651324804834,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
99,14,0.6107266867451141,0.6107266383275758,5.815026368722401,0.9664445149984524,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
100,14,0.278583985586663,0.27858394727431246,4.623737148282575,0.7066925394352989,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
101,14,0.4325881476344833,0.432588095770415,5.48400121777324,0.7332617315755134,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
102,14,0.5745103241403067,0.5745102896715922,5.587764775826106,1.1387004771071412,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
103,14,0.0008157668736214157,0.0008157648629600334,2.141598313891803,0.5509120383234558,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
104,14,0.0006437428653577293,0.0006437413397271385,2.1403822202300296,0.5502428599133369,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
105,14,0.00015061728141461738,0.00015061496118295992,2.151776194876951,0.5533483824766972,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
106,14,0.0005710779517235822,0.000571074125571891,2.126029819484086,0.5416566386318147,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
107,14,0.001953789386625474,0.001953785466036473,2.137562546859117,0.5441286893435544,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
108,14,0.022040789635292955,0.02204078767186804,2.2823195817235593,0.5544638230003591,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
109,14,0.11465762531038681,0.11465762336796773,4.0311552572026565,1.5816549274755964,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
110,14,0.028167889910359165,0.028167888270493657,2.7411333695765845,0.6873997427042537,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
111,14,0.07738086719598983,0.07738086355089804,3.4929137391701714,0.8735107301684304,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
112,14,0.06572472161557963,0.06572471798864951,3.1174764880282972,0.6748249562933657,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
113,14,0.04373998970559093,0.04373998603021881,2.536349546445993,0.5707155299375888,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
114,14,0.023580400569788856,0.02358039705202808,2.2480082396129273,0.5517755885369322,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
115,14,0.028362199202639122,0.028362195574167498,2.304568137508292,0.554113458350936,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
116,14,0.050883966748908424,0.050883963426685774,2.619362436458416,0.5832128492678561,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
117,14,0.0013503176210502485,0.0013503145155309426,2.1589625741087923,0.5450888136711161,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
118,14,0.001086713319729781,0.0010867108966824413,2.159746225011206,0.5449663466338275,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
119,14,0.00012216442898592232,0.00012216076300408663,2.173906251816146,0.5490540365076071,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
120,14,0.0007334532103281323,0.000733447104013768,2.1482409590252214,0.5341477943534101,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
121,14,0.0030754282718422517,0.00307542187108914,2.161387391038155,0.5373500377682037,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
122,14,0.03390920129179954,0.03390919862498759,2.2890892215325556,0.5489512119270148,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
123,14,0.1858408021585524,0.1858407991845058,3.2603142086032326,1.0697601466643332,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
124,14,0.04138815010528292,0.04138814768489782,2.621875043308851,0.6925515896329357,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
125,14,0.12429846084113012,0.12429845502809728,3.0973813059221147,0.839838654472473,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
126,14,0.10507760586195396,0.10507759999575811,2.8849232467995964,0.6682889747038256,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
127,14,0.06893295501901245,0.06893294903362351,2.505466852676028,0.5693415132294497,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
128,14,0.03645083734633032,0.03645083163125251,2.293541074288766,0.54780357730339,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
129,14,0.04408019724408647,0.04408019137897695,2.3284791862527614,0.5494604198511737,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
130,14,0.08078460178142108,0.08078459643250174,2.5699078996544165,0.5813098685812461,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
131,14,0.0017139027882566468,0.001713898773309852,2.1590624848679547,0.5362316645251051,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
132,14,0.0013806527163784492,0.0013806496176946847,2.159407729500624,0.5359181073907777,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
133,14,0.0001949311156870582,0.0001949265126066635,2.1796979260283855,0.5414695362421473,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
134,14,0.0010438027013459558,0.0010437950710716626,2.1444259649345088,0.5223594877628006,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
135,14,0.004018134048390662,0.0040181262198873136,2.1615192915283177,0.5263980720443189,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
136,14,0.04407114209274976,0.04407113820428546,2.328030929364406,0.5386607494385371,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
137,14,0.22819380340195355,0.22819379953426747,4.438027201135716,1.7635769864536281,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
138,14,0.05588346967262198,0.05588346643139305,2.7817044140695173,0.6872436967667297,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
139,14,0.15421365255291652,0.15421364528657241,3.649886377935919,0.9058464488975868,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
140,14,0.1310279825567431,0.13102797532687613,3.2407215024442535,0.699718043744595,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
141,14,0.08724556911275985,0.08724556179094209,2.6218154543436865,0.5568686237756246,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
142,14,0.04709704298548069,0.047097035990368685,2.3326660205230985,0.5385288568776376,False,False,ieee14,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14
