CaseID,CaseName,EventType,EventSubtype,TargetBus,LoadSwitchPct,FaultType,IsFault,BinaryFaultLabel,RawCsvFile,RawCsvRelativePath,SourceGroup,ScenarioGroup
E2_LoadSwitch30pct_Bus05,E2_LoadSwitch30pct_Bus05,SSO_LoadSwitch,LoadSwitch30pct,5,30,,0,0,E2_LoadSwitch30pct_Bus05.csv,raw_waveforms/E2_LoadSwitch30pct_Bus05.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus07,E2_LoadSwitch30pct_Bus07,SSO_LoadSwitch,LoadSwitch30pct,7,30,,0,0,E2_LoadSwitch30pct_Bus07.csv,raw_waveforms/E2_LoadSwitch30pct_Bus07.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus08,E2_LoadSwitch30pct_Bus08,SSO_LoadSwitch,LoadSwitch30pct,8,30,,0,0,E2_LoadSwitch30pct_Bus08.csv,raw_waveforms/E2_LoadSwitch30pct_Bus08.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus10,E2_LoadSwitch30pct_Bus10,SSO_LoadSwitch,LoadSwitch30pct,10,30,,0,0,E2_LoadSwitch30pct_Bus10.csv,raw_waveforms/E2_LoadSwitch30pct_Bus10.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus12,E2_LoadSwitch30pct_Bus12,SSO_LoadSwitch,LoadSwitch30pct,12,30,,0,0,E2_LoadSwitch30pct_Bus12.csv,raw_waveforms/E2_LoadSwitch30pct_Bus12.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus14,E2_LoadSwitch30pct_Bus14,SSO_LoadSwitch,LoadSwitch30pct,14,30,,0,0,E2_LoadSwitch30pct_Bus14.csv,raw_waveforms/E2_LoadSwitch30pct_Bus14.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus15,E2_LoadSwitch30pct_Bus15,SSO_LoadSwitch,LoadSwitch30pct,15,30,,0,0,E2_LoadSwitch30pct_Bus15.csv,raw_waveforms/E2_LoadSwitch30pct_Bus15.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus16,E2_LoadSwitch30pct_Bus16,SSO_LoadSwitch,LoadSwitch30pct,16,30,,0,0,E2_LoadSwitch30pct_Bus16.csv,raw_waveforms/E2_LoadSwitch30pct_Bus16.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus17,E2_LoadSwitch30pct_Bus17,SSO_LoadSwitch,LoadSwitch30pct,17,30,,0,0,E2_LoadSwitch30pct_Bus17.csv,raw_waveforms/E2_LoadSwitch30pct_Bus17.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus18,E2_LoadSwitch30pct_Bus18,SSO_LoadSwitch,LoadSwitch30pct,18,30,,0,0,E2_LoadSwitch30pct_Bus18.csv,raw_waveforms/E2_LoadSwitch30pct_Bus18.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus19,E2_LoadSwitch30pct_Bus19,SSO_LoadSwitch,LoadSwitch30pct,19,30,,0,0,E2_LoadSwitch30pct_Bus19.csv,raw_waveforms/E2_LoadSwitch30pct_Bus19.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus20,E2_LoadSwitch30pct_Bus20,SSO_LoadSwitch,LoadSwitch30pct,20,30,,0,0,E2_LoadSwitch30pct_Bus20.csv,raw_waveforms/E2_LoadSwitch30pct_Bus20.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus21,E2_LoadSwitch30pct_Bus21,SSO_LoadSwitch,LoadSwitch30pct,21,30,,0,0,E2_LoadSwitch30pct_Bus21.csv,raw_waveforms/E2_LoadSwitch30pct_Bus21.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus23,E2_LoadSwitch30pct_Bus23,SSO_LoadSwitch,LoadSwitch30pct,23,30,,0,0,E2_LoadSwitch30pct_Bus23.csv,raw_waveforms/E2_LoadSwitch30pct_Bus23.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus24,E2_LoadSwitch30pct_Bus24,SSO_LoadSwitch,LoadSwitch30pct,24,30,,0,0,E2_LoadSwitch30pct_Bus24.csv,raw_waveforms/E2_LoadSwitch30pct_Bus24.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus26,E2_LoadSwitch30pct_Bus26,SSO_LoadSwitch,LoadSwitch30pct,26,30,,0,0,E2_LoadSwitch30pct_Bus26.csv,raw_waveforms/E2_LoadSwitch30pct_Bus26.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus29,E2_LoadSwitch30pct_Bus29,SSO_LoadSwitch,LoadSwitch30pct,29,30,,0,0,E2_LoadSwitch30pct_Bus29.csv,raw_waveforms/E2_LoadSwitch30pct_Bus29.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus30,E2_LoadSwitch30pct_Bus30,SSO_LoadSwitch,LoadSwitch30pct,30,30,,0,0,E2_LoadSwitch30pct_Bus30.csv,raw_waveforms/E2_LoadSwitch30pct_Bus30.csv,variation_42,LoadSwitchVariation
