CaseID,CaseName,ScenarioGroup,EventType,EventSubtype,LoadSwitchPct,TargetBus,IsFault,BinaryFaultLabel,SourceModel,RawCsvPath,IBR_SSO_Background,SSO_Frequency,SSO_StartTime,SSO_EndTime,LoadSwitchTime,LoadAddActivePower,LoadAddInductivePower,Status,Message,FaultStartTime,FaultClearTime,FaultType,OutputFile
E1_LoadSwitch5pct_Bus08,E1_LoadSwitch5pct_Bus08,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,8.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus08.csv,1,25,0.02,0.48,0.1,0.015,0.015,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus10,E1_LoadSwitch5pct_Bus10,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,10.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus10.csv,1,25,0.02,0.48,0.1,0.0029,0.001,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus12,E1_LoadSwitch5pct_Bus12,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,12.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus12.csv,1,25,0.02,0.48,0.1,0.0056,0.00375,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus14,E1_LoadSwitch5pct_Bus14,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,14.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus14.csv,1,25,0.02,0.48,0.1,0.0031,0.0008,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus15,E1_LoadSwitch5pct_Bus15,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,15.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus15.csv,1,25,0.02,0.48,0.1,0.0041,0.00125,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus16,E1_LoadSwitch5pct_Bus16,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,16.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus16.csv,1,25,0.02,0.48,0.1,0.00175,0.0009,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus17,E1_LoadSwitch5pct_Bus17,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,17.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus17.csv,1,25,0.02,0.48,0.1,0.0045,0.0029,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus18,E1_LoadSwitch5pct_Bus18,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,18.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus18.csv,1,25,0.02,0.48,0.1,0.0016,0.00045,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus19,E1_LoadSwitch5pct_Bus19,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,19.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus19.csv,1,25,0.02,0.48,0.1,0.00475,0.0017,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus20,E1_LoadSwitch5pct_Bus20,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,20.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus20.csv,1,25,0.02,0.48,0.1,0.0011,0.00035,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus21,E1_LoadSwitch5pct_Bus21,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,21.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus21.csv,1,25,0.02,0.48,0.1,0.00875,0.0056,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus23,E1_LoadSwitch5pct_Bus23,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,23.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus23.csv,1,25,0.02,0.48,0.1,0.0016,0.0008,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus24,E1_LoadSwitch5pct_Bus24,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,24.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus24.csv,1,25,0.02,0.48,0.1,0.00435,0.00335,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus26,E1_LoadSwitch5pct_Bus26,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,26.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus26.csv,1,25,0.02,0.48,0.1,0.00175,0.00115,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus29,E1_LoadSwitch5pct_Bus29,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,29.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus29.csv,1,25,0.02,0.48,0.1,0.0012,0.00045,OK,Simulation and export completed.,,,,
E1_LoadSwitch5pct_Bus30,E1_LoadSwitch5pct_Bus30,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch5pct,5.0,30.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E1_LoadSwitch5pct_Bus30.csv,1,25,0.02,0.48,0.1,0.0053,0.00095,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus02,E2_LoadSwitch30pct_Bus02,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,2.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus02.csv,1,25,0.02,0.48,0.1,0.0651,0.0381,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus03,E2_LoadSwitch30pct_Bus03,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,3.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus03.csv,1,25,0.02,0.48,0.1,0.0072,0.0036,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus04,E2_LoadSwitch30pct_Bus04,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,4.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus04.csv,1,25,0.02,0.48,0.1,0.0228,0.0048,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus05,E2_LoadSwitch30pct_Bus05,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,5.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus05.csv,1,25,0.02,0.48,0.1,0.2826,0.057,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus07,E2_LoadSwitch30pct_Bus07,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,7.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus07.csv,1,25,0.02,0.48,0.1,0.0684,0.0327,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus08,E2_LoadSwitch30pct_Bus08,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,8.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus08.csv,1,25,0.02,0.48,0.1,0.09,0.09,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus10,E2_LoadSwitch30pct_Bus10,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,10.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus10.csv,1,25,0.02,0.48,0.1,0.0174,0.006,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus12,E2_LoadSwitch30pct_Bus12,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,12.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus12.csv,1,25,0.02,0.48,0.1,0.0336,0.0225,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus14,E2_LoadSwitch30pct_Bus14,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,14.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus14.csv,1,25,0.02,0.48,0.1,0.0186,0.0048,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus15,E2_LoadSwitch30pct_Bus15,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,15.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus15.csv,1,25,0.02,0.48,0.1,0.0246,0.0075,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus16,E2_LoadSwitch30pct_Bus16,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,16.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus16.csv,1,25,0.02,0.48,0.1,0.0105,0.0054,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus17,E2_LoadSwitch30pct_Bus17,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,17.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus17.csv,1,25,0.02,0.48,0.1,0.027,0.0174,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus18,E2_LoadSwitch30pct_Bus18,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,18.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus18.csv,1,25,0.02,0.48,0.1,0.0096,0.0027,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus19,E2_LoadSwitch30pct_Bus19,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,19.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus19.csv,1,25,0.02,0.48,0.1,0.0285,0.0102,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus20,E2_LoadSwitch30pct_Bus20,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,20.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus20.csv,1,25,0.02,0.48,0.1,0.0066,0.0021,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus21,E2_LoadSwitch30pct_Bus21,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,21.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus21.csv,1,25,0.02,0.48,0.1,0.0525,0.0336,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus23,E2_LoadSwitch30pct_Bus23,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,23.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus23.csv,1,25,0.02,0.48,0.1,0.0096,0.0048,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus24,E2_LoadSwitch30pct_Bus24,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,24.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus24.csv,1,25,0.02,0.48,0.1,0.0261,0.0201,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus26,E2_LoadSwitch30pct_Bus26,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,26.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus26.csv,1,25,0.02,0.48,0.1,0.0105,0.0069,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus29,E2_LoadSwitch30pct_Bus29,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,29.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus29.csv,1,25,0.02,0.48,0.1,0.0072,0.0027,OK,Simulation and export completed.,,,,
E2_LoadSwitch30pct_Bus30,E2_LoadSwitch30pct_Bus30,LoadSwitchVariation,SSO_LoadSwitch,LoadSwitch30pct,30.0,30.0,0.0,0.0,C:\Users\user\Documents\MATLAB\WMU_final\Thirtybussys_WMU_IBR_batch.slx,C:\Users\user\Documents\MATLAB\WMU_final\WMU_batch_raw_ibr_background_loadswitch_variation\E2_LoadSwitch30pct_Bus30.csv,1,25,0.02,0.48,0.1,0.0318,0.0057,OK,Simulation and export completed.,,,,
